"X","Roa","TobinsQ","Roe","PB_ratio","PE_ratio","BookValue_EquityPerShare","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","GreenScore","SustainableThemedCommitment","SustainabilityPayLink","AuditScore","Leverage","NetMargin","Assets","Beta","AlphaJensen","Year","Companies","FirmSize","LogTobinsQ"
1,0.13370750089648,1.07,2.0097837813823,64.4465392459844,20.048734418504,9165.16115239179,0.72,0.54,0.57,0.79,0.71,0,1,1,5.06821943025864,0.14037515706083,2895406111.00923,1.00869990729994,0.0402619842881623,2013,1,23.7342833339595,0.0676586484738149
2,0.102315495537599,1.03,0.192254434725726,-0.536776254328738,-9.91485043509239,-3715.07374530095,0.11,0,0.08,0.04,0.52,0,1,1,-0.0373027471222265,0.114745935805433,-23673613679.9521,0.314711639070007,-0.042838934246975,2014,1,24.2914893756816,0.0295588022415444
3,0.0760536406378344,1.54,0.414816701762798,11.5282475144982,-47.4112887151578,3492.85896302609,0.11,0.01,0.09,0.06,0.55,0,1,1,2.49727856330206,0.130155929323045,45413353258.6598,1.68092636605572,0.0388677431258822,2015,1,22.9369481733126,0.431782416425538
4,-0.0616,0.36,0.107583750867268,8.73770203996324,1.53,-13.92,0.14,0.16,0.23,0.05,0.29,1,1,0,-1.34725239848712,0.113852480164392,4.2278e+10,4.00362770015547,-0.0398247181737621,2013,2,24.4675326931399,-1.02165124753198
5,0.0653,-3.82938420022378,0.9952,5.93,-212.069280504126,2.9,0.03,0,0,0.01,0.3,1,1,0,8.0139,0.0676,4.3771e+10,0.577307617946443,0.100273036906597,2014,2,24.5022373345869,-1.43241128933006
6,0.1587,0.715880896499227,0.607028087876585,7.08,6.01,9.34,0.05,0.03,0.06,0,0.39,1,1,0,3.2529,0.1857,4.8415e+10,0.790461094551201,0.0431280071554794,2015,2,24.6030755200099,0.342924998239723
7,0.0779,1.42,0.2787,4.77,17.35,20.79,0,0,0,0,0,0,0,0,0.6943,0.0603,5564774000,0.973092713091747,0.0646331110505717,2013,3,22.4397222098879,0.350656871613169
8,0.0925074068201055,1.53,-0.364920147860887,-19.6628240788932,52.1985841954058,-11303.6172420391,0,0,0,0,0.1,0,0,0,-6.03835627753229,0.127084310645654,-1929815915.23299,1.94587936650084,0.081231116123042,2014,3,23.5666441270758,0.425267735404344
9,0.0438895643367562,1.63,-0.0648916466161228,-4.43075957783824,204.178121814667,8719.81859748334,0.06,0,0,0,0.16,0,0,0,0.595958721545442,0.0591996784206042,201267819575.137,0.100695664640629,-0.0755768442571862,2015,3,23.407481059992,0.488580014818671
10,0.1792,2.18,0.2893,3.82,13.24,20.77,0.96,0.96,0.94,0.92,0.57,0,0,0,0.1308,0.2128,2.25184e+11,-0.0533221761606803,0.0103605666461802,2013,4,26.1401836827305,0.779324876800998
11,0.1928,2.54,0.3736,5.65,16.71,21.17,0.13,0.11,0.14,0.11,0.75,0,1,1,0.2636,0.2225,2.61894e+11,1.99369967272456,-0.0734098713393379,2014,4,26.2912056786902,0.932164081030445
12,0.1922,2.17,0.4279,5.36,12.47,23.13,0.15,0.12,0.11,0.1,0.74,0,1,1,0.4148,0.2287,2.93284e+11,1.11977964123371,-0.0925911028227361,2015,4,26.4044072597882,0.774727167552368
13,0.0821394912454755,2.49030408022289,0.673717137243961,22.02,25.6997413725902,2.83,0.13,0.07,0.16,0.22,0.28,0,1,1,3.1817,0.2197,2.9198e+10,1.5653780897793,0.042181102355241,2013,5,24.0973660507242,1.03159198681452
14,0.0624,2.41481939412561,0.4353,21.03,26.7,1.09,0.03,0.02,0.03,0.04,0.41,0,1,1,6.0649,0.0889,2.7547e+10,1.57707234982411,-0.0549208530042889,2014,5,24.0391594736941,0.30003317391371
15,0.1092,4.22918860393658,0.476927047306236,18.48,32.47,2.45,0.04,0.02,0.05,0.07,0.47,0,1,1,7.4119,0.225,5.305e+10,1.3358525292876,0.0474591096876286,2015,5,24.6945007020064,0.931652780520182
16,0.0172,0.92,0.1314,6.55,35.89,9.81,0,0,0,0,0.13,0,0,0,0.6214,0.0032,19796095000,0.742625084707307,-0.0239918164236638,2013,6,23.7087505329738,-0.083381608939051
17,0.0016,0.9,0.0179,9.36,72.86,8.05,0,0,0,0,0.14,0,0,0,1.1287,3e-04,24904916000,0.725509368341039,-0.00938741586131097,2014,6,23.9383310506493,-0.105360515657826
18,0.014,0.96,0.2915,31.92,236.365832820296,6.33,0.06,0,0,0,0.2,0,0,0,3.3794,0.0028,30755802000,0.468147190753278,0.0601803856816807,2015,6,24.1493444963274,-0.0408219945202552
19,0.0597,1.23,0.1091,2.33,18.83,16.31,0.08,0.15,0.35,0.12,0.29,0,1,1,0.1346,0.1171,4.2953e+10,1.84355580390044,-0.0481446412909056,2013,7,24.4833723315986,0.207014169384326
20,0.0547,1.66,0.0995,2.82,33.77,14.27,0.01,0.02,0.03,0.02,0.37,0,1,1,0.1583,0.1123,4.1275e+10,0.832397643855632,0.0118924378901004,2014,7,24.4435228267526,0.506817602368452
21,0.104,1.63,0.202,3.03,14.28,14.4,0.01,0.01,0.05,0.01,0.38,0,1,1,0.2768,0.2158,4.1247e+10,1.44857963539465,0.0311116643961698,2015,7,24.4428442198096,0.488580014818671
22,0.0401,1.69,0.1243,4.74,39.04,4.71,0.43,0.4,0.02,0.2,0.39,1,0,1,1.3023,0.0738,1681851000,0.846682324054431,-0.0165347661272721,2013,8,21.2431608095554,0.524728528934982
23,0.039,1.7,0.1297,4.24,31.84,5.02,0.03,0.07,0.03,0.01,0.52,1,1,1,1.3839,0.0665,1850700000,0.743221605521034,0.0367951634510975,2014,8,21.338829782848,0.53062825106217
24,0.047,1.71,0.1407,4.48,31.04,5.5,0.04,0.09,0.01,0.05,0.57,1,1,1,1.2886,0.0817,1990212000,1.45288905135402,-0.0630325085882382,2015,8,21.4115070026719,0.536493370514568
25,0.0674422043576368,2.62,1.19535784297852,46.1857265666478,-23.2093906551415,3072.65573194617,0.87,0.99,0.92,0.83,0.84,1,1,1,4.35545440715861,-0.051293676315298,139142796774.744,0.550999847598482,0.0376753471009873,2013,9,23.1757942176949,0.963174317773006
26,0.178901511290654,3.2,1.36393045826137,37.3863107828915,-73.1246476143826,4596.82901434799,0.09,0.12,0.09,0.13,0.83,1,1,1,1.91044841179399,0.248824693658365,193431660014.157,1.96526093531432,-0.0122108921118647,2014,9,23.6286235985269,1.16315080980568
27,0.0564487680063111,3.82,-0.0435717963879818,2.75965200400808,89.7008220821763,-4591.8301214407,0.08,0.08,0.03,0.06,0.62,1,1,1,1.72567353053341,0.0121804356317843,32554406097.1925,0.973483730024112,0.0477791915343898,2015,9,22.2451859344986,1.34025042261848
28,0.0964930088604622,1.77,-0.326645063418424,-18.8813418448509,51.1234745350514,1857.85319197968,0.48,0.59,0.3,0.55,0.56,1,0,1,2.90959134226961,0.120014390161999,-211859350027.349,1.31523601875755,0.0246039468929499,2013,10,23.5614894195758,0.570979546585738
29,-0.0309170643943815,1.95,0.64635515886296,31.1352900066508,112.648482969016,7620.9053165576,0.08,0.07,0.04,0.08,0.51,1,0,1,3.87039947557824,0.118375909663278,185429869167.365,1.54411687971311,0.0236277206132968,2014,10,24.829579309331,0.667829372575655
30,0.0299080844147629,2.31,0.16739376531979,15.2144876668802,122.753051917693,9850.20389212341,0.09,0.07,0.05,0.09,0.53,1,0,1,2.65532890882122,0.188916763140072,604808810220.054,1.10791875763138,-0.0775545470087128,2015,10,25.2953047965588,0.837247524533702
31,0.0318,0.48,0.0691,1.35,17.94,30.61,0.09,0.55,0,0.06,0.19,1,0,0,0.2653,0.0149,4.3752e+10,0.664424226349584,0.0566792627988099,2013,11,24.5018031629909,-0.7339691750802
