"X","Roa","TobinsQ","Roe","PB_ratio","PE_ratio","BookValue_EquityPerShare","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","GreenScore","SustainableThemedCommitment","SustainabilityPayLink","AuditScore","Leverage","NetMargin","Assets","Beta","AlphaJensen","Year","Companies","FirmSize","LogTobinsQ"
1,0.0576549251211829,1.07,0.0173870842127488,-1.47474231447221,27.6898135023897,-9491.05052301305,0.72,0.54,0.57,0.79,0.71,0,1,1,-0.257959795921178,-0.0844974539223122,-205304832400.183,1.00869990729994,0.0402619842881623,2013,1,24.8485259523367,0.0676586484738149
2,0.132332390115977,1.03,-0.781993224849271,-27.9985408986405,-45.7473192933035,880.020231187952,0.11,0,0.08,0.04,0.52,0,1,1,-2.66138236454701,0.110095914448344,167194864171.61,0.314711639070007,-0.042838934246975,2014,1,23.3862119293628,0.0295588022415444
3,0.0663569147027631,1.54,2.44981210388266,72.0743224339831,72.0665306206812,-7593.25583049812,0.11,0.01,0.09,0.06,0.55,0,1,1,8.24870254936345,0.582914100467854,53666807283.2717,1.68092636605572,0.0388677431258822,2015,1,23.7335385812136,0.431782416425538
4,-0.0616,0.36,-0.413296135601908,-10.3054923490825,1.53,-13.92,0.14,0.16,0.23,0.05,0.29,1,1,0,-0.862992227584844,1.1435435121404,4.2278e+10,4.00362770015547,-0.0398247181737621,2013,2,24.4675326931399,-1.02165124753198
5,0.0653,-5.47502219434004,0.9952,5.93,-111.833452050429,2.9,0.03,0,0,0.01,0.3,1,1,0,8.0139,0.0676,4.3771e+10,0.577307617946443,0.100273036906597,2014,2,24.5022373345869,-1.67834547832353
6,0.1587,1.52871123628736,0.455101906785032,7.08,6.01,9.34,0.05,0.03,0.06,0,0.39,1,1,0,3.2529,0.1857,4.8415e+10,0.790461094551201,0.0431280071554794,2015,2,24.6030755200099,-0.00696927857261193
7,0.0779,1.42,0.2787,4.77,17.35,20.79,0,0,0,0,0,0,0,0,0.6943,0.0603,5564774000,0.973092713091747,0.0646331110505717,2013,3,22.4397222098879,0.350656871613169
8,0.11396930550165,1.53,-2.01472032167223,-60.639980071783,80.6248388105921,4264.22358477233,0,0,0,0,0.1,0,0,0,-6.95624509395179,0.684630752291539,-84361596091.4572,1.94587936650084,0.081231116123042,2014,3,23.2774073946887,0.425267735404344
9,0.0416948693898967,1.63,0.79470951059857,25.2368598606791,38.608495565,3763.03624807683,0.06,0,0,0,0.16,0,0,0,3.57388679389368,0.737634340970665,-167380101276.161,0.100695664640629,-0.0755768442571862,2015,3,23.621286128769,0.488580014818671
10,0.1792,2.18,0.2893,3.82,13.24,20.77,0.96,0.96,0.94,0.92,0.57,0,0,0,0.1308,0.2128,2.25184e+11,-0.0533221761606803,0.0103605666461802,2013,4,26.1401836827305,0.779324876800998
