"X","Roa","TobinsQ","Roe","PB_ratio","PE_ratio","BookValue_EquityPerShare","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","GreenScore","SustainableThemedCommitment","SustainabilityPayLink","AuditScore","Leverage","NetMargin","Assets","Beta","AlphaJensen","Year","Companies","FirmSize","LogTobinsQ"
1,0.109437445100769,1.07,0.920092733410644,33.4128696400549,72.194210910045,11197.3601779384,0.72,0.54,0.57,0.79,0.71,0,1,1,4.38813710590479,-0.363761904999044,384646440530.664,1.00869990729994,0.0402619842881623,2013,1,25.3693841496747,0.0676586484738149
2,0.0399936839648398,1.03,0.0700877181444765,-2.90815246516819,46.5269813970858,7065.979176087,0.11,0,0.08,0.04,0.52,0,1,1,-0.803087081483616,-0.0635851458719023,-47008573584.8149,0.314711639070007,-0.042838934246975,2014,1,25.1103596015214,0.0295588022415444
3,0.0529743293509319,1.54,0.333305558629052,5.67318413538358,33.6646409472365,-3155.3532839134,0.11,0.01,0.09,0.06,0.55,0,1,1,2.10627985866872,-0.0606637267614034,-597317923527.766,1.68092636605572,0.0388677431258822,2015,1,20.9346963407808,0.431782416425538
4,-0.0616,0.36,0.471986740127399,29.1382360868235,1.53,-13.92,0.14,0.16,0.23,0.05,0.29,1,1,0,6.34528653977478,-0.265484020071183,4.2278e+10,4.00362770015547,-0.0398247181737621,2013,2,24.4675326931399,-1.02165124753198
5,0.0653,-5.04258081316724,0.9952,5.93,-62.8240687507387,2.9,0.03,0,0,0.01,0.3,1,1,0,8.0139,0.0676,4.3771e+10,0.577307617946443,0.100273036906597,2014,2,24.5022373345869,-1.70489182203073
6,0.1587,1.13463045003568,0.566605397412656,7.08,6.01,9.34,0.05,0.03,0.06,0,0.39,1,1,0,3.2529,0.1857,4.8415e+10,0.790461094551201,0.0431280071554794,2015,2,24.6030755200099,0.0230211290963779
7,0.0779,1.42,0.2787,4.77,17.35,20.79,0,0,0,0,0,0,0,0,0.6943,0.0603,5564774000,0.973092713091747,0.0646331110505717,2013,3,22.4397222098879,0.350656871613169
8,0.0908910342297855,1.53,0.347047787836567,12.5622369445538,97.9659180074392,5671.88125728088,0,0,0,0,0.1,0,0,0,3.34259141969992,-0.0878517018124075,-50136472324.5012,1.94587936650084,0.081231116123042,2014,3,25.3151899752121,0.425267735404344
9,-0.0136803289259042,1.63,-0.097596327210278,1.09330780615884,78.7277601823528,-4679.56029621063,0.06,0,0,0,0.16,0,0,0,2.95688093807731,0.0704515936633938,142129486803.49,0.100695664640629,-0.0755768442571862,2015,3,23.3643134757727,0.488580014818671
10,0.1792,2.18,0.2893,3.82,13.24,20.77,0.96,0.96,0.94,0.92,0.57,0,0,0,0.1308,0.2128,2.25184e+11,-0.0533221761606803,0.0103605666461802,2013,4,26.1401836827305,0.779324876800998
