"","Roa","TobinsQ","Roe","PB_ratio","PE_ratio","BookValue_EquityPerShare","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","GreenScore","SustainableThemedCommitment","SustainabilityPayLink","AuditScore","Leverage","NetMargin","Assets","Beta","AlphaJensen","Year","Companies","Industry","FirmSize","LogTobinsQ"
"1",0.112957254497211,1.07,0.842611644975915,36.9990943724596,-88.6157652769594,-1469.5365789189,0.72,0.54,0.57,0.79,0.71,0,1,1,3.04601949068483,0.30165873824148,215061534892.507,1.00869990729994,0.0402619842881623,2013,1,5,23.6196835119704,0.0676586484738149
"2",0.0668169142977158,1.03,-0.809702178022082,-44.6830140049926,145.756182151209,-861.201627771783,0.11,0,0.08,0.04,0.52,0,1,1,-6.07061860411037,0.106177679830031,-734364049931.198,0.314711639070007,-0.042838934246975,2014,1,5,23.4834264611824,0.0295588022415444
"3",-0.0107121123306151,1.54,0.14939892860667,5.05194036820025,-47.3244388576165,7024.45970772815,0.11,0.01,0.09,0.06,0.55,0,1,1,4.13527273927507,0.0272244794142573,148206428399.162,1.68092636605572,0.0388677431258822,2015,1,5,23.373358171341,0.431782416425538
"4",-0.0616,0.36,-0.518336968682555,-23.2592155082974,1.53,-13.92,0.14,0.16,0.23,0.05,0.29,1,1,0,-0.677714070584454,0.01072463848262,4.2278e+10,4.00362770015547,-0.0398247181737621,2013,2,6,24.4675326931399,-1.02165124753198
"5",0.0653,-3.07565136902501,0.9952,5.93,-206.808686116439,2.9,0.03,0,0,0.01,0.3,1,1,0,8.0139,0.0676,4.3771e+10,0.577307617946443,0.100273036906597,2014,2,6,24.5022373345869,-1.59632808508844
"6",0.1587,3.75288153269555,0.437936535760234,7.08,6.01,9.34,0.05,0.03,0.06,0,0.39,1,1,0,3.2529,0.1857,4.8415e+10,0.790461094551201,0.0431280071554794,2015,2,6,24.6030755200099,0.756489615187404
"7",0.0779,1.42,0.2787,4.77,17.35,20.79,0,0,0,0,0,0,0,0,0.6943,0.0603,5564774000,0.973092713091747,0.0646331110505717,2013,3,1,22.4397222098879,0.350656871613169
"8",0.0581349624206733,1.53,-0.237744208168739,-16.5313335573445,-58.7950938272098,3476.10253266947,0,0,0,0,0.1,0,0,0,-1.4200649636003,0.303224495729996,219949989280.072,1.94587936650084,0.081231116123042,2014,3,1,23.3311441035446,0.425267735404344
"9",0.00540598247870239,1.63,-1.61393299489582,-80.1132563409264,16.9854230999667,2962.08566870281,0.06,0,0,0,0.16,0,0,0,-7.59116780860503,0.102769866636274,-306510393730.866,0.100695664640629,-0.0755768442571862,2015,3,1,22.8902900240287,0.488580014818671
"10",0.1792,2.18,0.2893,3.82,13.24,20.77,0.96,0.96,0.94,0.92,0.57,0,0,0,0.1308,0.2128,2.25184e+11,-0.0533221761606803,0.0103605666461802,2013,4,7,26.1401836827305,0.779324876800998
"11",0.1928,2.54,0.3736,5.65,16.71,21.17,0.13,0.11,0.14,0.11,0.75,0,1,1,0.2636,0.2225,2.61894e+11,1.99369967272456,-0.0734098713393379,2014,4,7,26.2912056786902,0.932164081030445
"12",0.1922,2.17,0.4279,5.36,12.47,23.13,0.15,0.12,0.11,0.1,0.74,0,1,1,0.4148,0.2287,2.93284e+11,1.11977964123371,-0.0925911028227361,2015,4,7,26.4044072597882,0.774727167552368
