"","Roa","TobinsQ","Roe","PB_ratio","PE_ratio","BookValue_EquityPerShare","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","GreenScore","SustainableThemedCommitment","SustainabilityPayLink","AuditScore","Leverage","NetMargin","Assets","Beta","AlphaJensen","Year","Companies","Industry","FirmSize","LogTobinsQ"
"1",0.115818030302395,1.07,1.43326816055529,42.8165970983637,-20.4449756180331,9104.38647036012,0.72,0.54,0.57,0.79,0.71,0,1,1,6.11287824731463,0.3634666051357,49644270050.5635,1.00869990729994,0.0402619842881623,2013,1,5,23.8529743539668,0.0676586484738149
"2",0.0370531367101745,1.03,-1.09853016091459,-44.9274004566691,19.6483350853838,-1427.06765829375,0.11,0,0.08,0.04,0.52,0,1,1,-3.73693426804423,0.12744077016923,280868047930.464,0.314711639070007,-0.042838934246975,2014,1,5,24.491044450888,0.0295588022415444
"3",0.0997351133032022,1.54,-0.0464380697392466,-11.4039373410981,26.688697593002,5085.89307686737,0.11,0.01,0.09,0.06,0.55,0,1,1,0.489259623534949,0.0271319565592431,-47478657130.5648,1.68092636605572,0.0388677431258822,2015,1,5,23.2644979209983,0.431782416425538
"4",-0.0616,0.36,0.695570737734279,28.9537981959917,1.53,-13.92,0.14,0.16,0.23,0.05,0.29,1,1,0,5.22312072531731,0.00479015527388801,4.2278e+10,4.00362770015547,-0.0398247181737621,2013,2,6,24.4675326931399,-1.02165124753198
"5",0.0653,-4.35511431686325,0.9952,5.93,-138.660769319162,2.9,0.03,0,0,0.01,0.3,1,1,0,8.0139,0.0676,4.3771e+10,0.577307617946443,0.100273036906597,2014,2,6,24.5022373345869,-1.21527795962836
"6",0.1587,0.510876989237247,0.592094529327839,7.08,6.01,9.34,0.05,0.03,0.06,0,0.39,1,1,0,3.2529,0.1857,4.8415e+10,0.790461094551201,0.0431280071554794,2015,2,6,24.6030755200099,0.527305479292374
"7",0.0779,1.42,0.2787,4.77,17.35,20.79,0,0,0,0,0,0,0,0,0.6943,0.0603,5564774000,0.973092713091747,0.0646331110505717,2013,3,1,22.4397222098879,0.350656871613169
"8",0.132875586801636,1.53,0.509348017236437,6.6758987739302,-79.9043571229636,5266.64118382295,0,0,0,0,0.1,0,0,0,1.80199023675415,0.0906000316856474,72121872139.2258,1.94587936650084,0.081231116123042,2014,3,1,23.4023375287974,0.425267735404344
"9",0.0538702748982237,1.63,1.16700409647977,42.4617767308439,134.779621053286,3417.24098768747,0.06,0,0,0,0.16,0,0,0,6.77974847631554,-0.0320777836760224,-23393429603.8364,0.100695664640629,-0.0755768442571862,2015,3,1,22.4867275611667,0.488580014818671
"10",0.1792,2.18,0.2893,3.82,13.24,20.77,0.96,0.96,0.94,0.92,0.57,0,0,0,0.1308,0.2128,2.25184e+11,-0.0533221761606803,0.0103605666461802,2013,4,7,26.1401836827305,0.779324876800998
"11",0.1928,2.54,0.3736,5.65,16.71,21.17,0.13,0.11,0.14,0.11,0.75,0,1,1,0.2636,0.2225,2.61894e+11,1.99369967272456,-0.0734098713393379,2014,4,7,26.2912056786902,0.932164081030445
"12",0.1922,2.17,0.4279,5.36,12.47,23.13,0.15,0.12,0.11,0.1,0.74,0,1,1,0.4148,0.2287,2.93284e+11,1.11977964123371,-0.0925911028227361,2015,4,7,26.4044072597882,0.774727167552368
