"","Roa","TobinsQ","Roe","PB_ratio","PE_ratio","BookValue_EquityPerShare","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","GreenScore","SustainableThemedCommitment","SustainabilityPayLink","AuditScore","Leverage","NetMargin","Assets","Beta","AlphaJensen","Year","Companies","FirmSize","LogTobinsQ"
"1",0.0879494623431098,1.07,-2.25338522456413,-104.352466966061,-9.36929261353724,12960.1350707779,0.72,0.54,0.57,0.79,0.71,0,1,1,-7.30471342614221,0.50588581013361,-21304646905.6279,1.00869990729994,0.0402619842881623,2013,1,24.4129776962629,0.0676586484738149
"2",0.0421604267324427,1.03,-0.11730403795062,-16.1085654326539,79.5723998541568,6096.320238785,0.11,0,0.08,0.04,0.52,0,1,1,-0.755635567748797,0.0914475597556054,11223571984.4194,0.314711639070007,-0.042838934246975,2014,1,24.8967514049036,0.0295588022415444
"3",0.054511246085674,1.54,-0.64466888022174,-39.7432576735596,-32.5441405595238,-710.901953395046,0.11,0.01,0.09,0.06,0.55,0,1,1,0.369541877760905,0.442301622346275,75944673597.1304,1.68092636605572,0.0388677431258822,2015,1,23.5238805376403,0.431782416425538
"4",-0.0616,0.36,0.104398715099442,10.3988352719367,1.53,-13.92,0.14,0.16,0.23,0.05,0.29,1,1,0,0.992908685556088,-0.205502789110181,4.2278e+10,4.00362770015547,-0.0398247181737621,2013,2,24.4675326931399,-1.02165124753198
"5",0.0653,-5.67979498854063,0.9952,5.93,-46.3353961810972,2.9,0.03,0,0,0.01,0.3,1,1,0,8.0139,0.0676,4.3771e+10,0.577307617946443,0.100273036906597,2014,2,24.5022373345869,-0.893030042103231
"6",0.1587,0.858736020079229,0.573798836021948,7.08,6.01,9.34,0.05,0.03,0.06,0,0.39,1,1,0,3.2529,0.1857,4.8415e+10,0.790461094551201,0.0431280071554794,2015,2,24.6030755200099,0.155871675064454
"7",0.0779,1.42,0.2787,4.77,17.35,20.79,0,0,0,0,0,0,0,0,0.6943,0.0603,5564774000,0.973092713091747,0.0646331110505717,2013,3,22.4397222098879,0.350656871613169
"8",0.113141767734532,1.53,-0.662466833455245,-37.3514333304105,33.8790786142558,830.519076800531,0,0,0,0,0.1,0,0,0,-2.39204756429909,0.41436468910523,411437731689.943,1.94587936650084,0.081231116123042,2014,3,25.0259090456168,0.425267735404344
"9",0.051055543695409,1.63,-1.61147425012128,-66.2811028474939,34.8530334567895,-3516.35738391371,0.06,0,0,0,0.16,0,0,0,-6.9166656928799,0.282941291219329,-362349443656.507,0.100695664640629,-0.0755768442571862,2015,3,22.3512833140282,0.488580014818671
"10",0.1792,2.18,0.2893,3.82,13.24,20.77,0.96,0.96,0.94,0.92,0.57,0,0,0,0.1308,0.2128,2.25184e+11,-0.0533221761606803,0.0103605666461802,2013,4,26.1401836827305,0.779324876800998
"11",0.1928,2.54,0.3736,5.65,16.71,21.17,0.13,0.11,0.14,0.11,0.75,0,1,1,0.2636,0.2225,2.61894e+11,1.99369967272456,-0.0734098713393379,2014,4,26.2912056786902,0.932164081030445
"12",0.1922,2.17,0.4279,5.36,12.47,23.13,0.15,0.12,0.11,0.1,0.74,0,1,1,0.4148,0.2287,2.93284e+11,1.11977964123371,-0.0925911028227361,2015,4,26.4044072597882,0.774727167552368
"13",-0.0530185935475506,0.669744083086748,0.437684917623119,22.02,93.8315535834184,2.83,0.13,0.07,0.16,0.22,0.28,0,1,1,3.1817,0.2197,2.9198e+10,1.5653780897793,0.042181102355241,2013,5,24.0973660507242,-0.213915338000588
"14",0.0624,2.39935680884502,0.4353,21.03,26.7,1.09,0.03,0.02,0.03,0.04,0.41,0,1,1,6.0649,0.0889,2.7547e+10,1.57707234982411,-0.0549208530042889,2014,5,24.0391594736941,1.37317105096778
"15",0.1092,2.27945155040316,0.565030724334419,18.48,32.47,2.45,0.04,0.02,0.05,0.07,0.47,0,1,1,7.4119,0.225,5.305e+10,1.3358525292876,0.0474591096876286,2015,5,24.6945007020064,0.810373970743992
"16",0.0172,0.92,0.1314,6.55,35.89,9.81,0,0,0,0,0.13,0,0,0,0.6214,0.0032,19796095000,0.742625084707307,-0.0239918164236638,2013,6,23.7087505329738,-0.083381608939051
"17",0.0016,0.9,0.0179,9.36,72.86,8.05,0,0,0,0,0.14,0,0,0,1.1287,3e-04,24904916000,0.725509368341039,-0.00938741586131097,2014,6,23.9383310506493,-0.105360515657826
"18",0.014,0.96,0.2915,31.92,4.77825708298528,6.33,0.06,0,0,0,0.2,0,0,0,3.3794,0.0028,30755802000,0.468147190753278,0.0601803856816807,2015,6,24.1493444963274,-0.0408219945202552
"19",0.0597,1.23,0.1091,2.33,18.83,16.31,0.08,0.15,0.35,0.12,0.29,0,1,1,0.1346,0.1171,4.2953e+10,1.84355580390044,-0.0481446412909056,2013,7,24.4833723315986,0.207014169384326
"20",0.0547,1.66,0.0995,2.82,33.77,14.27,0.01,0.02,0.03,0.02,0.37,0,1,1,0.1583,0.1123,4.1275e+10,0.832397643855632,0.0118924378901004,2014,7,24.4435228267526,0.506817602368452
"21",0.104,1.63,0.202,3.03,14.28,14.4,0.01,0.01,0.05,0.01,0.38,0,1,1,0.2768,0.2158,4.1247e+10,1.44857963539465,0.0311116643961698,2015,7,24.4428442198096,0.488580014818671
"22",0.0401,1.69,0.1243,4.74,39.04,4.71,0.43,0.4,0.02,0.2,0.39,1,0,1,1.3023,0.0738,1681851000,0.846682324054431,-0.0165347661272721,2013,8,21.2431608095554,0.524728528934982
"23",0.039,1.7,0.1297,4.24,31.84,5.02,0.03,0.07,0.03,0.01,0.52,1,1,1,1.3839,0.0665,1850700000,0.743221605521034,0.0367951634510975,2014,8,21.338829782848,0.53062825106217
"24",0.047,1.71,0.1407,4.48,31.04,5.5,0.04,0.09,0.01,0.05,0.57,1,1,1,1.2886,0.0817,1990212000,1.45288905135402,-0.0630325085882382,2015,8,21.4115070026719,0.536493370514568
"25",0.104487506317746,2.62,1.2829005748413,53.7130487337896,58.9658617418001,4626.0560669494,0.87,0.99,0.92,0.83,0.84,1,1,1,3.97085960449286,0.0920299333929143,115495781888.938,0.550999847598482,0.0376753471009873,2013,9,24.587998096545,0.963174317773006
"26",0.0886012778883714,3.2,-0.248661878668806,-14.2749779397508,5.43466559066628,-3354.99789258966,0.09,0.12,0.09,0.13,0.83,1,1,1,-0.625261719302704,-0.291962419365618,179625627647.444,1.96526093531432,-0.0122108921118647,2014,9,23.4308732254405,1.16315080980568
"27",0.137868161074606,3.82,0.945293178344758,36.122829197108,-24.2343800848895,-4954.09475442501,0.08,0.08,0.03,0.06,0.62,1,1,1,3.83798077170753,-0.121972026825684,-53300857909.0578,0.973483730024112,0.0477791915343898,2015,9,24.1671022254382,1.34025042261848
"28",0.217003597301647,1.77,-0.347984306003672,-31.7541749169328,-38.3487468436256,1370.24892258879,0.48,0.59,0.3,0.55,0.56,1,0,1,-3.89055886627935,0.329381724884814,-284173637065.078,1.31523601875755,0.0246039468929499,2013,10,23.6519833274268,0.570979546585738
"29",0.14044084758084,1.95,-1.14254978616646,-61.5549857534589,-3.84475910437883,-6623.52902528129,0.08,0.07,0.04,0.08,0.51,1,0,1,-6.00084267413684,-0.555355098533023,-82546555919.8891,1.54411687971311,0.0236277206132968,2014,10,22.7910231066212,0.667829372575655
"30",-0.00798089429958643,2.31,-0.565959404883791,-18.9138829776611,89.8768806443314,-742.552498942934,0.09,0.07,0.05,0.09,0.53,1,0,1,0.273697049523775,0.329221403170393,578670183987.15,1.10791875763138,-0.0775545470087128,2015,10,24.52330232626,0.837247524533702
"31",0.0318,0.48,0.0691,1.35,17.94,30.61,0.09,0.55,0,0.06,0.19,1,0,0,0.2653,0.0149,4.3752e+10,0.664424226349584,0.0566792627988099,2013,11,24.5018031629909,-0.7339691750802
"32",0.0538,0.64,0.1124,1.52,16.42,30.86,0.01,0.07,0,0.02,0.33,1,1,0,0.2839,0.0277,4.4027e+10,0.823355470888378,-0.0124982423959382,2014,11,24.5080689190305,-0.446287102628419
"33",0.0453,0.48,0.1013,1.35,14.09,30.14,0.02,0.06,0,0.01,0.32,1,1,0,0.3229,0.0273,4.0157e+10,1.18451195431639,0.0307973521119467,2015,11,24.4160626083444,-0.7339691750802
"34",0.0404,0.97,0.2246,5.98,26.14,12.99,0.38,0.61,0,0.47,0.47,1,0,0,0.002,0.1205,38321800000,0.634522853152042,-0.00114165492930315,2013,12,24.369284761806,-0.0304592074847086
"35",0.0404,0.86,0.2336,6.49,25.58,11.56,0.07,0,0,0,0.28,1,0,0,0.0019,0.1237,43503100000,0.808633188727693,-0.0206149652702033,2014,12,24.4960980368697,-0.150822889734584
"36",0.0416,0.94,0.3196,8.44,26.8,9.19,0.07,0,0,0,0.28,1,0,0,0.4743,0.134,39899500000,0.774137608943962,0.00484322286178353,2015,12,24.4096296294354,-0.0618754037180875
"37",0.0405,1.03,0.721,16.23,34.3,16.09,0,0,0,0,0,0,0,0,2.8463,0.1149,13244257000,1.10948588934073,0.0506996133497674,2013,13,23.3068298614567,0.0295588022415444
"38",0.0325,0.93,0.3768,14.39,29.78,38.16,0.08,0,0,0,0.24,0,0,0,1.6696,0.0955,20263977000,2.87023927169194,0.002351492901365,2014,13,23.7321106146274,-0.0725706928348354
"39",0.0298,0.76,0.3048,8.79,37.99,33.92,0.05,0,0,0,0.21,0,0,0,2.3347,0.0926,22421830000,0.683931316723512,-0.0217542016776856,2015,13,23.8333008748098,-0.27443684570176
"40",-0.0353707291845446,1.88,0.200856589775712,19.4788558141982,122.488156446736,1459.06588212924,0.94,0.3,0.62,0.63,0.62,0,0,1,2.49470761202111,0.0859701815864681,179918393172.327,1.53911665487784,0.0629507642441825,2013,14,23.96605960391,0.631271776841858
"41",0.162602861264618,2.65,1.64490739890306,59.7105072240012,-17.8372338549892,-7771.59201702488,0.14,0,0.03,0.1,0.66,1,1,1,5.40103810270064,0.0308101562954893,-30512877153.6913,0.852545881652775,-0.0312787783108992,2014,14,23.4880943778601,0.974559639998131
"42",0.0774816590660383,2.4,0.210816133786306,6.77853170026809,44.2339053106537,-4426.95671458765,0.14,0,0.05,0.14,0.71,1,1,1,-0.946078067160957,0.0636876710232487,242172098555.13,2.46201611605167,0.0124840449048706,2015,14,24.1981261411185,0.8754687373539
"43",0.0132,0.7,0.0457,1.35,56.4138215419933,26.39,0.03,0,0,0.52,0.29,1,1,0,0.8597,0.0495,2.1042e+10,0.827504185925556,-0.00360544041374561,2013,15,23.7697862773325,-0.356674943938732
