"","Roa","TobinsQ","Roe","PB_ratio","PE_ratio","BookValue_EquityPerShare","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","GreenScore","SustainableThemedCommitment","SustainabilityPayLink","AuditScore","Leverage","NetMargin","Assets","Beta","AlphaJensen","Year","Companies","FirmSize","LogTobinsQ"
"1",0.0426509157979166,1.07,0.2742240601028,13.5025539147173,97.6054570523977,-15623.3561080882,0.72,0.54,0.57,0.79,0.71,0,1,1,4.34752819674102,0.337665651452591,-90552380435.055,1.00869990729994,0.0402619842881623,2013,1,24.070692167295,0.0676586484738149
"2",0.0520909879604808,1.03,-0.355931444943312,-19.0105950795804,102.723842535653,-1595.4106127581,0.11,0,0.08,0.04,0.52,0,1,1,-0.751110831645519,0.224797631366509,232256232785.434,0.314711639070007,-0.042838934246975,2014,1,23.5934016137146,0.0295588022415444
"3",-0.0212591303716175,1.54,-0.476943180106101,-24.865702580549,5.5808611013788,-7646.02710741558,0.11,0.01,0.09,0.06,0.55,0,1,1,-1.25535117706257,-0.349380495243677,63988279771.5825,1.68092636605572,0.0388677431258822,2015,1,24.1408257784439,0.431782416425538
"4",-0.0616,0.36,0.426477310980203,28.3691161427549,1.53,-13.92,0.14,0.16,0.23,0.05,0.29,1,1,0,2.62624691077522,0.52285255382272,4.2278e+10,4.00362770015547,-0.0398247181737621,2013,2,24.4675326931399,-1.02165124753198
"5",0.0653,-5.07255830802745,0.9952,5.93,-111.768660888384,2.9,0.03,0,0,0.01,0.3,1,1,0,8.0139,0.0676,4.3771e+10,0.577307617946443,0.100273036906597,2014,2,24.5022373345869,-1.48368498883892
"6",0.1587,0.384392446001626,0.608454861517203,7.08,6.01,9.34,0.05,0.03,0.06,0,0.39,1,1,0,3.2529,0.1857,4.8415e+10,0.790461094551201,0.0431280071554794,2015,2,24.6030755200099,0.00138889420476596
"7",0.0779,1.42,0.2787,4.77,17.35,20.79,0,0,0,0,0,0,0,0,0.6943,0.0603,5564774000,0.973092713091747,0.0646331110505717,2013,3,22.4397222098879,0.350656871613169
"8",0.0878581623167046,1.53,0.235707190850995,13.7711328916203,54.0109285866152,-6554.10306286466,0,0,0,0,0.1,0,0,0,1.98009362810233,-0.0647012569770655,117853660502.655,1.94587936650084,0.081231116123042,2014,3,23.0589609462795,0.425267735404344
"9",0.073317471267842,1.63,-1.01822409926181,-66.5982371674752,78.2755994390147,1918.0508709772,0.06,0,0,0,0.16,0,0,0,-5.85839521533902,0.354454125335763,90216481544.4425,0.100695664640629,-0.0755768442571862,2015,3,23.9396353480663,0.488580014818671
"10",0.1792,2.18,0.2893,3.82,13.24,20.77,0.96,0.96,0.94,0.92,0.57,0,0,0,0.1308,0.2128,2.25184e+11,-0.0533221761606803,0.0103605666461802,2013,4,26.1401836827305,0.779324876800998
"11",0.1928,2.54,0.3736,5.65,16.71,21.17,0.13,0.11,0.14,0.11,0.75,0,1,1,0.2636,0.2225,2.61894e+11,1.99369967272456,-0.0734098713393379,2014,4,26.2912056786902,0.932164081030445
"12",0.1922,2.17,0.4279,5.36,12.47,23.13,0.15,0.12,0.11,0.1,0.74,0,1,1,0.4148,0.2287,2.93284e+11,1.11977964123371,-0.0925911028227361,2015,4,26.4044072597882,0.774727167552368
"13",0.0473939530675652,1.89808027107055,0.427799321899092,22.02,114.288479599678,2.83,0.13,0.07,0.16,0.22,0.28,0,1,1,3.1817,0.2197,2.9198e+10,1.5653780897793,0.042181102355241,2013,5,24.0973660507242,0.220204638259572
"14",0.0624,0.916848450693613,0.4353,21.03,26.7,1.09,0.03,0.02,0.03,0.04,0.41,0,1,1,6.0649,0.0889,2.7547e+10,1.57707234982411,-0.0549208530042889,2014,5,24.0391594736941,0.957123962941111
"15",0.1092,0.21423383605388,0.613165833091685,18.48,32.47,2.45,0.04,0.02,0.05,0.07,0.47,0,1,1,7.4119,0.225,5.305e+10,1.3358525292876,0.0474591096876286,2015,5,24.6945007020064,0.836287232505712
"16",0.0172,0.92,0.1314,6.55,35.89,9.81,0,0,0,0,0.13,0,0,0,0.6214,0.0032,19796095000,0.742625084707307,-0.0239918164236638,2013,6,23.7087505329738,-0.083381608939051
"17",0.0016,0.9,0.0179,9.36,72.86,8.05,0,0,0,0,0.14,0,0,0,1.1287,3e-04,24904916000,0.725509368341039,-0.00938741586131097,2014,6,23.9383310506493,-0.105360515657826
"18",0.014,0.96,0.2915,31.92,-41.0644404513374,6.33,0.06,0,0,0,0.2,0,0,0,3.3794,0.0028,30755802000,0.468147190753278,0.0601803856816807,2015,6,24.1493444963274,-0.0408219945202552
"19",0.0597,1.23,0.1091,2.33,18.83,16.31,0.08,0.15,0.35,0.12,0.29,0,1,1,0.1346,0.1171,4.2953e+10,1.84355580390044,-0.0481446412909056,2013,7,24.4833723315986,0.207014169384326
